lemmas	text	sentence_num	index_of_token_sent	tags
чужеродный	чужеродной	2015Pust_dolgim_budet_razgovor.xml_88	19	content
власть	власти	2015Pust_dolgim_budet_razgovor.xml_88	20	content
коммунист	коммунистов	2015Pust_dolgim_budet_razgovor.xml_88	21	content
и	и	2015Pust_dolgim_budet_razgovor.xml_88	22	content
еврей	евреев	2015Pust_dolgim_budet_razgovor.xml_88	23	content
.	.	2015Pust_dolgim_budet_razgovor.xml_88	24	None
расходный	Расходный	2015Razvorot_nad_Atlantidoi.xml_82	1	None
материал	материал	2015Razvorot_nad_Atlantidoi.xml_82	2	None
,	,	2015Razvorot_nad_Atlantidoi.xml_82	3	None
завысить	завышенная	2015Razvorot_nad_Atlantidoi.xml_82	4	None
норма	норма	2015Razvorot_nad_Atlantidoi.xml_82	5	None
потеря	потерь	2015Razvorot_nad_Atlantidoi.xml_82	6	None
на	на	2015Razvorot_nad_Atlantidoi.xml_82	7	None
маневр	маневрах	2015Razvorot_nad_Atlantidoi.xml_82	8	None
.	.	2015Razvorot_nad_Atlantidoi.xml_82	9	None
британский	Британские	2015Rezhimnyi_subiekt.xml_25	1	source
журналист	журналисты	2015Rezhimnyi_subiekt.xml_25	2	source
утверждать	утверждают	2015Rezhimnyi_subiekt.xml_25	3	cue
,	,	2015Rezhimnyi_subiekt.xml_25	4	None
что	что	2015Rezhimnyi_subiekt.xml_25	5	content
речь	речь	2015Rezhimnyi_subiekt.xml_25	6	content
идти	шла	2015Rezhimnyi_subiekt.xml_25	7	content
о	о	2015Rezhimnyi_subiekt.xml_25	8	content
десять	десяти	2015Rezhimnyi_subiekt.xml_25	9	content
миллион	миллионах	2015Rezhimnyi_subiekt.xml_25	10	content
доллар	долларов	2015Rezhimnyi_subiekt.xml_25	11	content
в	в	2015Rezhimnyi_subiekt.xml_25	12	content
год	год	2015Rezhimnyi_subiekt.xml_25	13	content
,	,	2015Rezhimnyi_subiekt.xml_25	14	None
хотя	хотя	2015Rezhimnyi_subiekt.xml_25	15	None
документальный	документального	2015Rezhimnyi_subiekt.xml_25	16	None
подтверждение	подтверждения	2015Rezhimnyi_subiekt.xml_25	17	None
никто	никто	2015Rezhimnyi_subiekt.xml_25	18	None
не	не	2015Rezhimnyi_subiekt.xml_25	19	None
найти	нашел	2015Rezhimnyi_subiekt.xml_25	20	None
.	.	2015Rezhimnyi_subiekt.xml_25	21	None
там	Там	2015Spiski_Shindlerov.xml_59	1	None
он	он	2015Spiski_Shindlerov.xml_59	2	source
назвать	назвал	2015Spiski_Shindlerov.xml_59	3	None
свой	свою	2015Spiski_Shindlerov.xml_59	4	None
фамилия	фамилию	2015Spiski_Shindlerov.xml_59	5	None
и	и	2015Spiski_Shindlerov.xml_59	6	None
,	,	2015Spiski_Shindlerov.xml_59	7	None
сказать	сказав	2015Spiski_Shindlerov.xml_59	8	cue
,	,	2015Spiski_Shindlerov.xml_59	9	None
что	что	2015Spiski_Shindlerov.xml_59	10	content
он	ему	2015Spiski_Shindlerov.xml_59	11	content
нужный	нужна	2015Spiski_Shindlerov.xml_59	12	content
рабочий	рабочая	2015Spiski_Shindlerov.xml_59	13	content
сила	сила	2015Spiski_Shindlerov.xml_59	14	content
для	для	2015Spiski_Shindlerov.xml_59	15	content
завод	завода	2015Spiski_Shindlerov.xml_59	16	content
,	,	2015Spiski_Shindlerov.xml_59	17	None
заполнить	заполнил	2015Spiski_Shindlerov.xml_59	18	None
грузовик	грузовики	2015Spiski_Shindlerov.xml_59	19	None
заключенный	заключенными	2015Spiski_Shindlerov.xml_59	20	None
.	.	2015Spiski_Shindlerov.xml_59	21	None
швейцарский	Швейцарский	2015Spiski_Shindlerov.xml_170	1	None
вице-консул	вице-консул	2015Spiski_Shindlerov.xml_170	2	None
в	в	2015Spiski_Shindlerov.xml_170	3	None
Будапешт	Будапеште	2015Spiski_Shindlerov.xml_170	4	None
,	,	2015Spiski_Shindlerov.xml_170	5	None
получить	получил	2015Spiski_Shindlerov.xml_170	6	None
от	от	2015Spiski_Shindlerov.xml_170	7	None
свой	своего	2015Spiski_Shindlerov.xml_170	8	None
правительство	правительства	2015Spiski_Shindlerov.xml_170	9	None
8	8	2015Spiski_Shindlerov.xml_170	10	None
тысяча	тысяч	2015Spiski_Shindlerov.xml_170	11	None
""""	""""	2015Spiski_Shindlerov.xml_170	12	None
защитный	защитных	2015Spiski_Shindlerov.xml_170	13	None
паспорт	паспортов	2015Spiski_Shindlerov.xml_170	14	None
""""	""""	2015Spiski_Shindlerov.xml_170	15	None
,	,	2015Spiski_Shindlerov.xml_170	16	None
в	в	2015Spiski_Shindlerov.xml_170	17	None
каждый	каждый	2015Spiski_Shindlerov.xml_170	18	None
из	из	2015Spiski_Shindlerov.xml_170	19	None
который	которых	2015Spiski_Shindlerov.xml_170	20	None
вписывать	вписывал	2015Spiski_Shindlerov.xml_170	21	None
целый	целую	2015Spiski_Shindlerov.xml_170	22	None
семья	семью	2015Spiski_Shindlerov.xml_170	23	None
.	.	2015Spiski_Shindlerov.xml_170	24	None
случаться	Случается	2015Strakhovanie_vkladov_2.xml_90	1	None
,	,	2015Strakhovanie_vkladov_2.xml_90	2	None
покупатель	покупатели	2015Strakhovanie_vkladov_2.xml_90	3	None
расплачиваться	расплачиваются	2015Strakhovanie_vkladov_2.xml_90	4	None
за	за	2015Strakhovanie_vkladov_2.xml_90	5	None
покупка	покупку	2015Strakhovanie_vkladov_2.xml_90	6	None
банк	банка	2015Strakhovanie_vkladov_2.xml_90	7	None
вывести	выведенными	2015Strakhovanie_vkladov_2.xml_90	8	None
из	из	2015Strakhovanie_vkladov_2.xml_90	9	None
он	него	2015Strakhovanie_vkladov_2.xml_90	10	None
деньги	деньгами	2015Strakhovanie_vkladov_2.xml_90	11	None
.	.	2015Strakhovanie_vkladov_2.xml_90	12	None
в	В	2015Velikaya_neftegazovaya.xml_25	1	None
Европа	Европе	2015Velikaya_neftegazovaya.xml_25	2	None
достаточно	достаточно	2015Velikaya_neftegazovaya.xml_25	3	None
сланцевый	сланцевого	2015Velikaya_neftegazovaya.xml_25	4	None
газ	газа	2015Velikaya_neftegazovaya.xml_25	5	None
,	,	2015Velikaya_neftegazovaya.xml_25	6	None
однако	однако	2015Velikaya_neftegazovaya.xml_25	7	None
добыча	добыча	2015Velikaya_neftegazovaya.xml_25	8	None
его	его	2015Velikaya_neftegazovaya.xml_25	9	None
затруднить	затруднена	2015Velikaya_neftegazovaya.xml_25	10	None
из-за	из-за	2015Velikaya_neftegazovaya.xml_25	11	None
европейский	европейской	2015Velikaya_neftegazovaya.xml_25	12	None
бюрократия	бюрократии	2015Velikaya_neftegazovaya.xml_25	13	None
и	и	2015Velikaya_neftegazovaya.xml_25	14	None
активизм	активизма	2015Velikaya_neftegazovaya.xml_25	15	None
""""	""""	2015Velikaya_neftegazovaya.xml_25	16	None
зеленый	зеленых	2015Velikaya_neftegazovaya.xml_25	17	None
""""	""""	2015Velikaya_neftegazovaya.xml_25	18	None
,	,	2015Velikaya_neftegazovaya.xml_25	19	None
который	которых	2015Velikaya_neftegazovaya.xml_25	20	None
,	,	2015Velikaya_neftegazovaya.xml_25	21	None
кстати	кстати	2015Velikaya_neftegazovaya.xml_25	22	None
,	,	2015Velikaya_neftegazovaya.xml_25	23	None
часто	часто	2015Velikaya_neftegazovaya.xml_25	24	None
щедро	щедро	2015Velikaya_neftegazovaya.xml_25	25	None
финансировать	финансирует	2015Velikaya_neftegazovaya.xml_25	26	None
Кремль	Кремль	2015Velikaya_neftegazovaya.xml_25	27	None
.	.	2015Velikaya_neftegazovaya.xml_25	28	None
в	В	2016Migranty_ekspaty_kosmopolity.xml_13	1	None
""""	""""	2016Migranty_ekspaty_kosmopolity.xml_13	2	None
акын	Акын	2016Migranty_ekspaty_kosmopolity.xml_13	3	None
-	-	2016Migranty_ekspaty_kosmopolity.xml_13	4	None
опера	опере	2016Migranty_ekspaty_kosmopolity.xml_13	5	None
""""	""""	2016Migranty_ekspaty_kosmopolity.xml_13	6	None
ситуация	ситуация	2016Migranty_ekspaty_kosmopolity.xml_13	7	None
быть	была	2016Migranty_ekspaty_kosmopolity.xml_13	8	None
иной	иная	2016Migranty_ekspaty_kosmopolity.xml_13	9	None
.	.	2016Migranty_ekspaty_kosmopolity.xml_13	10	None
он	Он	2016Migranty_ekspaty_kosmopolity.xml_28	1	source
говорить	говорит	2016Migranty_ekspaty_kosmopolity.xml_28	2	cue
,	,	2016Migranty_ekspaty_kosmopolity.xml_28	3	None
что	что	2016Migranty_ekspaty_kosmopolity.xml_28	4	content
не	не	2016Migranty_ekspaty_kosmopolity.xml_28	5	content
знать	знает	2016Migranty_ekspaty_kosmopolity.xml_28	6	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_28	7	content
что	что	2016Migranty_ekspaty_kosmopolity.xml_28	8	content
это	это	2016Migranty_ekspaty_kosmopolity.xml_28	9	content
за	за	2016Migranty_ekspaty_kosmopolity.xml_28	10	content
машина	машина	2016Migranty_ekspaty_kosmopolity.xml_28	11	content
ехать	едет	2016Migranty_ekspaty_kosmopolity.xml_28	12	content
за	за	2016Migranty_ekspaty_kosmopolity.xml_28	13	content
он	ним	2016Migranty_ekspaty_kosmopolity.xml_28	14	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_28	15	content
в	в	2016Migranty_ekspaty_kosmopolity.xml_28	16	content
его	его	2016Migranty_ekspaty_kosmopolity.xml_28	17	content
время	время	2016Migranty_ekspaty_kosmopolity.xml_28	18	content
такой	таких	2016Migranty_ekspaty_kosmopolity.xml_28	19	content
не	не	2016Migranty_ekspaty_kosmopolity.xml_28	20	content
быть	было	2016Migranty_ekspaty_kosmopolity.xml_28	21	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_28	22	content
но	но	2016Migranty_ekspaty_kosmopolity.xml_28	23	content
по	по	2016Migranty_ekspaty_kosmopolity.xml_28	24	content
конструкция	конструкции	2016Migranty_ekspaty_kosmopolity.xml_28	25	content
ясный	ясно	2016Migranty_ekspaty_kosmopolity.xml_28	26	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_28	27	content
что	что	2016Migranty_ekspaty_kosmopolity.xml_28	28	content
не	не	2016Migranty_ekspaty_kosmopolity.xml_28	29	content
бензин	бензин	2016Migranty_ekspaty_kosmopolity.xml_28	30	content
везти	везет	2016Migranty_ekspaty_kosmopolity.xml_28	31	content
.	.	2016Migranty_ekspaty_kosmopolity.xml_28	32	None
вот	Вот	2016Migranty_ekspaty_kosmopolity.xml_31	1	None
моложавый	моложавая	2016Migranty_ekspaty_kosmopolity.xml_31	2	None
Елена	Елена	2016Migranty_ekspaty_kosmopolity.xml_31	3	None
из	из	2016Migranty_ekspaty_kosmopolity.xml_31	4	None
Джезказган	Джезказгана	2016Migranty_ekspaty_kosmopolity.xml_31	5	None
,	,	2016Migranty_ekspaty_kosmopolity.xml_31	6	None
она	она	2016Migranty_ekspaty_kosmopolity.xml_31	7	None
немка	немка	2016Migranty_ekspaty_kosmopolity.xml_31	8	None
по	по	2016Migranty_ekspaty_kosmopolity.xml_31	9	None
отцовский	отцовской	2016Migranty_ekspaty_kosmopolity.xml_31	10	None
линия	линии	2016Migranty_ekspaty_kosmopolity.xml_31	11	None
,	,	2016Migranty_ekspaty_kosmopolity.xml_31	12	None
но	но	2016Migranty_ekspaty_kosmopolity.xml_31	13	None
в	в	2016Migranty_ekspaty_kosmopolity.xml_31	14	None
дом	доме	2016Migranty_ekspaty_kosmopolity.xml_31	15	None
по-немецки	по-немецки	2016Migranty_ekspaty_kosmopolity.xml_31	16	None
не	не	2016Migranty_ekspaty_kosmopolity.xml_31	17	None
говорить	говорили	2016Migranty_ekspaty_kosmopolity.xml_31	18	None
,	,	2016Migranty_ekspaty_kosmopolity.xml_31	19	None
у	у	2016Migranty_ekspaty_kosmopolity.xml_31	20	None
она	нее	2016Migranty_ekspaty_kosmopolity.xml_31	21	None
звонкий	звонкий	2016Migranty_ekspaty_kosmopolity.xml_31	22	None
пионерский	пионерский	2016Migranty_ekspaty_kosmopolity.xml_31	23	None
характер	характер	2016Migranty_ekspaty_kosmopolity.xml_31	24	None
,	,	2016Migranty_ekspaty_kosmopolity.xml_31	25	None
она	она	2016Migranty_ekspaty_kosmopolity.xml_31	26	source
рассказывать	рассказывает	2016Migranty_ekspaty_kosmopolity.xml_31	27	cue
,	,	2016Migranty_ekspaty_kosmopolity.xml_31	28	None
какой	какие	2016Migranty_ekspaty_kosmopolity.xml_31	29	content
у	у	2016Migranty_ekspaty_kosmopolity.xml_31	30	content
они	них	2016Migranty_ekspaty_kosmopolity.xml_31	31	content
в	в	2016Migranty_ekspaty_kosmopolity.xml_31	32	content
город	городе	2016Migranty_ekspaty_kosmopolity.xml_31	33	content
быть	были	2016Migranty_ekspaty_kosmopolity.xml_31	34	content
проспект	проспекты	2016Migranty_ekspaty_kosmopolity.xml_31	35	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_31	36	content
как	как	2016Migranty_ekspaty_kosmopolity.xml_31	37	content
она	она	2016Migranty_ekspaty_kosmopolity.xml_31	38	content
быть	была	2016Migranty_ekspaty_kosmopolity.xml_31	39	content
командир	командиром	2016Migranty_ekspaty_kosmopolity.xml_31	40	content
отряд	отряда	2016Migranty_ekspaty_kosmopolity.xml_31	41	content
и	и	2016Migranty_ekspaty_kosmopolity.xml_31	42	content
мечтать	мечтала	2016Migranty_ekspaty_kosmopolity.xml_31	43	content
быть	быть	2016Migranty_ekspaty_kosmopolity.xml_31	44	content
космонавт	космонавтом	2016Migranty_ekspaty_kosmopolity.xml_31	45	content
.	.	2016Migranty_ekspaty_kosmopolity.xml_31	46	None
Елена	Елена	2016Migranty_ekspaty_kosmopolity.xml_37	1	source
рассказывать	рассказывает	2016Migranty_ekspaty_kosmopolity.xml_37	2	cue
,	,	2016Migranty_ekspaty_kosmopolity.xml_37	3	None
что	что	2016Migranty_ekspaty_kosmopolity.xml_37	4	content
у	у	2016Migranty_ekspaty_kosmopolity.xml_37	5	content
она	нее	2016Migranty_ekspaty_kosmopolity.xml_37	6	content
очень	очень	2016Migranty_ekspaty_kosmopolity.xml_37	7	content
интересный	интересная	2016Migranty_ekspaty_kosmopolity.xml_37	8	content
работа	работа	2016Migranty_ekspaty_kosmopolity.xml_37	9	content
в	в	2016Migranty_ekspaty_kosmopolity.xml_37	10	content
аэропорт	аэропорту	2016Migranty_ekspaty_kosmopolity.xml_37	11	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_37	12	content
она	она	2016Migranty_ekspaty_kosmopolity.xml_37	13	content
отправлять	отправляет	2016Migranty_ekspaty_kosmopolity.xml_37	14	content
российский	российские	2016Migranty_ekspaty_kosmopolity.xml_37	15	content
и	и	2016Migranty_ekspaty_kosmopolity.xml_37	16	content
казахский	казахские	2016Migranty_ekspaty_kosmopolity.xml_37	17	content
рейс	рейсы	2016Migranty_ekspaty_kosmopolity.xml_37	18	content
.	.	2016Migranty_ekspaty_kosmopolity.xml_37	19	None
после	После	2016Migranty_ekspaty_kosmopolity.xml_67	1	None
спектакль	спектакля	2016Migranty_ekspaty_kosmopolity.xml_67	2	None
Штефан	Штефан	2016Migranty_ekspaty_kosmopolity.xml_67	3	source
Кэги	Кэги	2016Migranty_ekspaty_kosmopolity.xml_67	4	source
рассказывать	рассказывает	2016Migranty_ekspaty_kosmopolity.xml_67	5	cue
,	,	2016Migranty_ekspaty_kosmopolity.xml_67	6	None
что	что	2016Migranty_ekspaty_kosmopolity.xml_67	7	content
свой	своим	2016Migranty_ekspaty_kosmopolity.xml_67	8	content
учитель	учителем	2016Migranty_ekspaty_kosmopolity.xml_67	9	content
считать	считает	2016Migranty_ekspaty_kosmopolity.xml_67	10	content
учитель	учителя	2016Migranty_ekspaty_kosmopolity.xml_67	11	content
физика	физики	2016Migranty_ekspaty_kosmopolity.xml_67	12	content
в	в	2016Migranty_ekspaty_kosmopolity.xml_67	13	content
школа	школе	2016Migranty_ekspaty_kosmopolity.xml_67	14	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_67	15	content
который	который	2016Migranty_ekspaty_kosmopolity.xml_67	16	content
уметь	умел	2016Migranty_ekspaty_kosmopolity.xml_67	17	content
объяснить	объяснить	2016Migranty_ekspaty_kosmopolity.xml_67	18	content
то	то	2016Migranty_ekspaty_kosmopolity.xml_67	19	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_67	20	content
что	что	2016Migranty_ekspaty_kosmopolity.xml_67	21	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_67	22	content
казаться	казалось	2016Migranty_ekspaty_kosmopolity.xml_67	23	content
бы	бы	2016Migranty_ekspaty_kosmopolity.xml_67	24	content
,	,	2016Migranty_ekspaty_kosmopolity.xml_67	25	content
понять	понять	2016Migranty_ekspaty_kosmopolity.xml_67	26	content
невозможный	невозможно	2016Migranty_ekspaty_kosmopolity.xml_67	27	content
.	.	2016Migranty_ekspaty_kosmopolity.xml_67	28	None
естественно	Естественно	2016Slovo_ne_to_chem_kazhetsya.xml_109	1	None
,	,	2016Slovo_ne_to_chem_kazhetsya.xml_109	2	None
сделать	сделать	2016Slovo_ne_to_chem_kazhetsya.xml_109	3	None
это	это	2016Slovo_ne_to_chem_kazhetsya.xml_109	4	None
