lemmas	text	sentence_num	index_of_token_sent	tags
.	.	ln95044-033-p3s18	17	None
2	2	ln95044-044-p24s4	1	None
.	.	ln95044-044-p24s4	2	None
samotný	Samotný	ln95044-083-p6s3	1	None
volební	volební	ln95044-083-p6s3	2	None
úspěch	úspěch	ln95044-083-p6s3	3	None
on	je	ln95044-083-p6s3	4	None
však	však	ln95044-083-p6s3	5	None
k	k	ln95044-083-p6s3	6	None
sebeuspokojení	sebeuspokojení	ln95044-083-p6s3	7	None
ještě	ještě	ln95044-083-p6s3	8	None
opravňovat	neopravňuje	ln95044-083-p6s3	9	None
.	.	ln95044-083-p6s3	10	None
mnohem	Mnohem	ln95044-093-p3s7	1	None
výhodný	výhodnější	ln95044-093-p3s7	2	None
být	je	ln95044-093-p3s7	3	None
kapitál	kapitál	ln95044-093-p3s7	4	None
investovat	investovat	ln95044-093-p3s7	5	None
například	například	ln95044-093-p3s7	6	None
do	do	ln95044-093-p3s7	7	None
akcie	akcií	ln95044-093-p3s7	8	None
nebo	nebo	ln95044-093-p3s7	9	None
peníze	peníze	ln95044-093-p3s7	10	None
uložit	uložit	ln95044-093-p3s7	11	None
na	na	ln95044-093-p3s7	12	None
výhodný	výhodný	ln95044-093-p3s7	13	None
úrok	úrok	ln95044-093-p3s7	14	None
do	do	ln95044-093-p3s7	15	None
banka	banky	ln95044-093-p3s7	16	None
.	.	ln95044-093-p3s7	17	None
hodnost	Hodnosti	ln95044-141-p3s3	1	None
doktor	doktora	ln95044-141-p3s3	2	None
dosáhnout	dosáhl	ln95044-141-p3s3	3	None
v	v	ln95044-141-p3s3	4	None
rok	r	ln95044-141-p3s3	5	None
.	.	ln95044-141-p3s3	6	None
1948	1948	ln95044-141-p3s3	7	None
na	na	ln95044-141-p3s3	8	None
univerzita	univerzitě	ln95044-141-p3s3	9	None
v	v	ln95044-141-p3s3	10	None
Chicago	Chicagu	ln95044-141-p3s3	11	None
.	.	ln95044-141-p3s3	12	None
významný	Významným	ln95044-141-p7s2	1	None
výsledek	výsledkem	ln95044-141-p7s2	2	None
vědecký	vědeckého	ln95044-141-p7s2	3	None
bádání	bádání	ln95044-141-p7s2	4	None
být	je	ln95044-141-p7s2	5	None
vznik	vznik	ln95044-141-p7s2	6	None
teorie	teorie	ln95044-141-p7s2	7	None
,	,	ln95044-141-p7s2	8	None
který	která	ln95044-141-p7s2	9	None
odvozovat	odvozuje	ln95044-141-p7s2	10	None
chování	chování	ln95044-141-p7s2	11	None
různý	různých	ln95044-141-p7s2	12	None
politický	politických	ln95044-141-p7s2	13	None
a	a	ln95044-141-p7s2	14	None
správní	správních	ln95044-141-p7s2	15	None
organizace	organizací	ln95044-141-p7s2	16	None
z	ze	ln95044-141-p7s2	17	None
zájem	zájmů	ln95044-141-p7s2	18	None
jeho	jejich	ln95044-141-p7s2	19	None
člen	členů	ln95044-141-p7s2	20	None
.	.	ln95044-141-p7s2	21	None
zatímco	Zatímco	ln95045-005-p2s2	1	None
některý	někteří	ln95045-005-p2s2	2	None
obchodník	obchodníci	ln95045-005-p2s2	3	None
s	s	ln95045-005-p2s2	4	None
cenný	cennými	ln95045-005-p2s2	5	None
papír	papíry	ln95045-005-p2s2	6	None
tvrdit	tvrdí	ln95045-005-p2s2	7	None
,	,	ln95045-005-p2s2	8	None
že	že	ln95045-005-p2s2	9	None
zahraniční	zahraniční	ln95045-005-p2s2	10	None
investor	investoři	ln95045-005-p2s2	11	None
již	již	ln95045-005-p2s2	12	None
čekat	čekají	ln95045-005-p2s2	13	None
s	s	ln95045-005-p2s2	14	None
kufr	kufry	ln95045-005-p2s2	15	None
peníze	peněz	ln95045-005-p2s2	16	None
za	za	ln95045-005-p2s2	17	None
hranice	hranicemi	ln95045-005-p2s2	18	None
český	České	ln95045-005-p2s2	19	None
republika	republiky	ln95045-005-p2s2	20	None
na	na	ln95045-005-p2s2	21	None
nový	nové	ln95045-005-p2s2	22	None
akcie	akcie	ln95045-005-p2s2	23	None
,	,	ln95045-005-p2s2	24	None
jeden	jeden	ln95045-005-p2s2	25	None
z	z	ln95045-005-p2s2	26	None
vedoucí	vedoucích	ln95045-005-p2s2	27	None
manažer	manažerů	ln95045-005-p2s2	28	None
londýnský	londýnské	ln95045-005-p2s2	29	None
investiční	investiční	ln95045-005-p2s2	30	None
společnost	společnosti	ln95045-005-p2s2	31	None
John	John	ln95045-005-p2s2	32	None
Govett	Govett	ln95045-005-p2s2	33	None
&	&	ln95045-005-p2s2	34	None
Company	Co	ln95045-005-p2s2	35	None
.	.	ln95045-005-p2s2	36	None
a	a	ln95045-005-p2s2	37	None
specialista	specialista	ln95045-005-p2s2	38	source
na	na	ln95045-005-p2s2	39	source
rozvíjející	rozvíjející	ln95045-005-p2s2	40	source
se	se	ln95045-005-p2s2	41	source
trh	trhy	ln95045-005-p2s2	42	source
Petr	Petr	ln95045-005-p2s2	43	source
Kysel	Kysel	ln95045-005-p2s2	44	source
konstatovat	konstatuje	ln95045-005-p2s2	45	cue
,	,	ln95045-005-p2s2	46	None
že	že	ln95045-005-p2s2	47	content
zahraniční	zahraniční	ln95045-005-p2s2	48	content
investor	investoři	ln95045-005-p2s2	49	content
mít	mají	ln95045-005-p2s2	50	content
zájem	zájem	ln95045-005-p2s2	51	content
pouze	pouze	ln95045-005-p2s2	52	content
o	o	ln95045-005-p2s2	53	content
jeden	jeden	ln95045-005-p2s2	54	content
titul	titul	ln95045-005-p2s2	55	content
z	ze	ln95045-005-p2s2	56	content
druhý	druhé	ln95045-005-p2s2	57	content
vlna	vlny	ln95045-005-p2s2	58	content
,	,	ln95045-005-p2s2	59	content
a	a	ln95045-005-p2s2	60	content
to	to	ln95045-005-p2s2	61	content
SPT	SPT	ln95045-005-p2s2	62	content
Telecom	Telecom	ln95045-005-p2s2	63	content
.	.	ln95045-005-p2s2	64	None
vyšetřování	Vyšetřování	ln95045-020-p2s2	1	None
ukázat	ukázalo	ln95045-020-p2s2	2	None
,	,	ln95045-020-p2s2	3	None
že	že	ln95045-020-p2s2	4	None
jeden	jeden	ln95045-020-p2s2	5	None
z	z	ln95045-020-p2s2	6	None
velký	největších	ln95045-020-p2s2	7	None
výtržník	výtržníků	ln95045-020-p2s2	8	None
při	při	ln95045-020-p2s2	9	None
incident	incidentu	ln95045-020-p2s2	10	None
během	během	ln95045-020-p2s2	11	None
utkání	utkání	ln95045-020-p2s2	12	None
Irsko	Irsko	ln95045-020-p2s2	13	None
-	-	ln95045-020-p2s2	14	None
Anglie	Anglie	ln95045-020-p2s2	15	None
minulý	minulou	ln95045-020-p2s2	16	None
středa	středu	ln95045-020-p2s2	17	None
v	v	ln95045-020-p2s2	18	None
Dublin	Dublinu	ln95045-020-p2s2	19	None
dostat	dostal	ln95045-020-p2s2	20	None
vstupenka	vstupenku	ln95045-020-p2s2	21	None
právě	právě	ln95045-020-p2s2	22	None
od	od	ln95045-020-p2s2	23	None
Seaman	Seamana	ln95045-020-p2s2	24	None
.	.	ln95045-020-p2s2	25	None
""""	""""	ln95045-035-p2s2	1	content
očekávat	Očekáváme	ln95045-035-p2s2	2	content
,	,	ln95045-035-p2s2	3	content
že	že	ln95045-035-p2s2	4	content
padnout	padne	ln95045-035-p2s2	5	content
letošní	letošní	ln95045-035-p2s2	6	content
divácký	divácký	ln95045-035-p2s2	7	content
rekord	rekord	ln95045-035-p2s2	8	content
a	a	ln95045-035-p2s2	9	content
na	na	ln95045-035-p2s2	10	content
utkání	utkání	ln95045-035-p2s2	11	content
přijít	přijde	ln95045-035-p2s2	12	content
navzdory	navzdory	ln95045-035-p2s2	13	content
televizní	televiznímu	ln95045-035-p2s2	14	content
přenos	přenosu	ln95045-035-p2s2	15	content
přes	přes	ln95045-035-p2s2	16	content
třicet	třicet	ln95045-035-p2s2	17	content
tisíc	tisíc	ln95045-035-p2s2	18	content
divák	diváků	ln95045-035-p2s2	19	content
,	,	ln95045-035-p2s2	20	content
""""	""""	ln95045-035-p2s2	21	content
říci	řekl	ln95045-035-p2s2	22	cue
brněnský	brněnský	ln95045-035-p2s2	23	source
manažer	manažer	ln95045-035-p2s2	24	source
Karel	Karel	ln95045-035-p2s2	25	source
Kroupa	Kroupa	ln95045-035-p2s2	26	source
.	.	ln95045-035-p2s2	27	None
""""	""""	ln95045-085-p3s3	1	content
já	My	ln95045-085-p3s3	2	content
,	,	ln95045-085-p3s3	3	content
na	na	ln95045-085-p3s3	4	content
rozdíl	rozdíl	ln95045-085-p3s3	5	content
od	od	ln95045-085-p3s3	6	content
IVVM	IVVM	ln95045-085-p3s3	7	content
,	,	ln95045-085-p3s3	8	content
dávat	dáváme	ln95045-085-p3s3	9	content
velký	větší	ln95045-085-p3s3	10	content
šance	šance	ln95045-085-p3s3	11	content
vyjádřit	vyjádřit	ln95045-085-p3s3	12	content
svůj	své	ln95045-085-p3s3	13	content
sympatie	sympatie	ln95045-085-p3s3	14	content
váhavý	váhavým	ln95045-085-p3s3	15	content
,	,	ln95045-085-p3s3	16	content
""""	""""	ln95045-085-p3s3	17	content
říci	řekl	ln95045-085-p3s3	18	cue
.	.	ln95045-085-p3s3	19	None
udivující	Udivující	ln95045-100-p5s1	1	None
být	je	ln95045-100-p5s1	2	None
značný	značný	ln95045-100-p5s1	3	None
rozpor	rozpor	ln95045-100-p5s1	4	None
mezi	mezi	ln95045-100-p5s1	5	None
cena	cenami	ln95045-100-p5s1	6	None
,	,	ln95045-100-p5s1	7	None
jak	jak	ln95045-100-p5s1	8	None
on	je	ln95045-100-p5s1	9	None
nastavit	nastavil	ln95045-100-p5s1	10	None
RM	RM	ln95045-100-p5s1	11	None
-	-	ln95045-100-p5s1	12	None
systém	Systém	ln95045-100-p5s1	13	None
a	a	ln95045-100-p5s1	14	None
jaký	jaké	ln95045-100-p5s1	15	None
ohlásit	ohlásila	ln95045-100-p5s1	16	None
burza	burza	ln95045-100-p5s1	17	None
.	.	ln95045-100-p5s1	18	None
""""	""""	ln95046-002-p10s4	1	content
ten	To	ln95046-002-p10s4	2	content
být	by	ln95046-002-p10s4	3	content
mít	mělo	ln95046-002-p10s4	4	content
být	být	ln95046-002-p10s4	5	content
dostatečný	dostatečné	ln95046-002-p10s4	6	content
pro	pro	ln95046-002-p10s4	7	content
každý	každý	ln95046-002-p10s4	8	content
podnik	podnik	ln95046-002-p10s4	9	content
,	,	ln95046-002-p10s4	10	content
který	který	ln95046-002-p10s4	11	content
ztratit	neztratil	ln95046-002-p10s4	12	content
rozum	rozum	ln95046-002-p10s4	13	content
,	,	ln95046-002-p10s4	14	content
""""	""""	ln95046-002-p10s4	15	content
dodat	dodal	ln95046-002-p10s4	16	cue
.	.	ln95046-002-p10s4	17	None
Praha	Praha	ln95046-005-p2s1A	1	None
-	-	ln95046-005-p2s1A	2	None
""""	""""	ln95046-030-p6s4	1	content
znát	Neznám	ln95046-030-p6s4	2	content
člověk	člověka	ln95046-030-p6s4	3	content
,	,	ln95046-030-p6s4	4	content
který	který	ln95046-030-p6s4	5	content
být	by	ln95046-030-p6s4	6	content
moci	mohl	ln95046-030-p6s4	7	content
jeho	jeho	ln95046-030-p6s4	8	content
funkce	funkci	ln95046-030-p6s4	9	content
převzít	převzít	ln95046-030-p6s4	10	content
,	,	ln95046-030-p6s4	11	content
""""	""""	ln95046-030-p6s4	12	content
říci	řekl	ln95046-030-p6s4	13	cue
předseda	předseda	ln95046-030-p6s4	14	source
fotbalový	fotbalového	ln95046-030-p6s4	15	source
svaz	svazu	ln95046-030-p6s4	16	source
.	.	ln95046-030-p6s4	17	None
být	Je	ln95046-076-p2s14	1	None
spíše	spíše	ln95046-076-p2s14	2	None
otázka	otázka	ln95046-076-p2s14	3	None
,	,	ln95046-076-p2s14	4	None
zda	zda	ln95046-076-p2s14	5	None
se	se	ln95046-076-p2s14	6	None
k	k	ln95046-076-p2s14	7	None
tento	těmto	ln95046-076-p2s14	8	None
krok	krokům	ln95046-076-p2s14	9	None
uchylovat	uchylují	ln95046-076-p2s14	10	None
z	z	ln95046-076-p2s14	11	None
důvod	důvodů	ln95046-076-p2s14	12	None
adekvátní	adekvátních	ln95046-076-p2s14	13	None
a	a	ln95046-076-p2s14	14	None
zda	zda	ln95046-076-p2s14	15	None
se	se	ln95046-076-p2s14	16	None
ten	tím	ln95046-076-p2s14	17	None
samý	samy	ln95046-076-p2s14	18	None
připravovat	nepřipravují	ln95046-076-p2s14	19	None
o	o	ln95046-076-p2s14	20	None
zbraň	zbraň	ln95046-076-p2s14	21	None
pro	pro	ln95046-076-p2s14	22	None
chvíle	chvíle	ln95046-076-p2s14	23	None
naléhavý	naléhavější	ln95046-076-p2s14	24	None
.	.	ln95046-076-p2s14	25	None
odpovědnost	Odpovědnost	ln95046-089-p1s1	1	None
za	za	ln95046-089-p1s1	2	None
kvalita	kvalitu	ln95046-089-p1s1	3	None
být	je	ln95046-089-p1s1	4	None
na	na	ln95046-089-p1s1	5	None
producent	producentech	ln95046-089-p1s1	6	None
ředitelka	Ředitelka	ln95046-095-p4s2	1	source
úřad	Úřadu	ln95046-095-p4s2	2	source
práce	práce	ln95046-095-p4s2	3	source
v	v	ln95046-095-p4s2	4	source
Praha	Praze	ln95046-095-p4s2	5	source
7	7	ln95046-095-p4s2	6	source
Olga	Olga	ln95046-095-p4s2	7	source
Nálevková	Nálevková	ln95046-095-p4s2	8	source
přitom	přitom	ln95046-095-p4s2	9	None
upozorňovat	upozorňuje	ln95046-095-p4s2	10	cue
,	,	ln95046-095-p4s2	11	None
že	že	ln95046-095-p4s2	12	content
ztráta	ztráty	ln95046-095-p4s2	13	content
Drutěva	Drutěvy	ln95046-095-p4s2	14	content
být	jsou	ln95046-095-p4s2	15	content
ještě	ještě	ln95046-095-p4s2	16	content
mnohem	mnohem	ln95046-095-p4s2	17	content
vysoký	vyšší	ln95046-095-p4s2	18	content
,	,	ln95046-095-p4s2	19	content
než	než	ln95046-095-p4s2	20	content
počítat	počítá	ln95046-095-p4s2	21	content
vyhláška	vyhláška	ln95046-095-p4s2	22	content
.	.	ln95046-095-p4s2	23	None
Potočný	Potočná	ln95046-109-p5s3	1	source
upozornit	upozornila	ln95046-109-p5s3	2	cue
,	,	ln95046-109-p5s3	3	None
že	že	ln95046-109-p5s3	4	content
poplatek	poplatek	ln95046-109-p5s3	5	content
být	bude	ln95046-109-p5s3	6	content
součást	součástí	ln95046-109-p5s3	7	content
zdravotní	zdravotního	ln95046-109-p5s3	8	content
řád	řádu	ln95046-109-p5s3	9	content
,	,	ln95046-109-p5s3	10	content
který	který	ln95046-109-p5s3	11	content
schvalovat	schvaluje	ln95046-109-p5s3	12	content
vláda	vláda	ln95046-109-p5s3	13	content
a	a	ln95046-109-p5s3	14	content
jenž	jehož	ln95046-109-p5s3	15	content
dodržování	dodržování	ln95046-109-p5s3	16	content
být	bude	ln95046-109-p5s3	17	content
povinnost	povinností	ln95046-109-p5s3	18	content
.	.	ln95046-109-p5s3	19	None
Praha	Praha	ln95046-116-p2s1A	1	None
-	-	ln95046-116-p2s1A	2	None
dále	Dále	ln95047-012-p2s7	1	None
uvést	uvedl	ln95047-012-p2s7	2	cue
,	,	ln95047-012-p2s7	3	None
že	že	ln95047-012-p2s7	4	content
k	k	ln95047-012-p2s7	5	content
užívání	užívání	ln95047-012-p2s7	6	content
veřejný	veřejných	ln95047-012-p2s7	7	content
komunikace	komunikací	ln95047-012-p2s7	8	content
k	k	ln95047-012-p2s7	9	content
zvláštní	zvláštním	ln95047-012-p2s7	10	content
účel	účelům	ln95047-012-p2s7	11	content
,	,	ln95047-012-p2s7	12	content
jenž	jimiž	ln95047-012-p2s7	13	content
soutěž	soutěž	ln95047-012-p2s7	14	content
sazka	Sazky	ln95047-012-p2s7	15	content
být	bude	ln95047-012-p2s7	16	content
,	,	ln95047-012-p2s7	17	content
být	je	ln95047-012-p2s7	18	content
nutný	nutný	ln95047-012-p2s7	19	content
souhlas	souhlas	ln95047-012-p2s7	20	content
příslušný	příslušných	ln95047-012-p2s7	21	content
okresní	okresních	ln95047-012-p2s7	22	content
nebo	nebo	ln95047-012-p2s7	23	content
městský	městských	ln95047-012-p2s7	24	content
úřad	úřadů	ln95047-012-p2s7	25	content
.	.	ln95047-012-p2s7	26	None
střetnutí	Střetnutí	ln95047-028-p2s2	1	None
Sparta	Sparta	ln95047-028-p2s2	2	None
-	-	ln95047-028-p2s2	3	None
Vítkovice	Vítkovice	ln95047-028-p2s2	4	None
být	bude	ln95047-028-p2s2	5	None
existenční	existenční	ln95047-028-p2s2	6	None
a	a	ln95047-028-p2s2	7	None
prohra	prohra	ln95047-028-p2s2	8	None
být	bude	ln95047-028-p2s2	9	None
pravděpodobně	pravděpodobně	ln95047-028-p2s2	10	None
stát	stát	ln95047-028-p2s2	11	None
postup	postup	ln95047-028-p2s2	12	None
.	.	ln95047-028-p2s2	13	None
starosta	Starosta	ln95047-061-p11s6	1	source
Jindřich	Jindřich	ln95047-061-p11s6	2	source
Abrhám	Abrhám	ln95047-061-p11s6	3	source
pozdě	později	ln95047-061-p11s6	4	None
v	v	ln95047-061-p11s6	5	None
severočeský	Severočeském	ln95047-061-p11s6	6	None
deník	deníku	ln95047-061-p11s6	7	None
uvést	uvedl	ln95047-061-p11s6	8	cue
,	,	ln95047-061-p11s6	9	None
že	že	ln95047-061-p11s6	10	None
petice	petice	ln95047-061-p11s6	11	None
být	byla	ln95047-061-p11s6	12	None
ultimátum	ultimátem	ln95047-061-p11s6	13	None
od	od	ln95047-061-p11s6	14	None
rodič	rodičů	ln95047-061-p11s6	15	None
:	:	ln95047-061-p11s6	16	cue
""""	""""	ln95047-061-p11s6	17	content
buď	Buď	ln95047-061-p11s6	18	content
chlapec	chlapci	ln95047-061-p11s6	19	content
z	z	ln95047-061-p11s6	20	content
Německo	Německa	ln95047-061-p11s6	21	content
odejít	odejdou	ln95047-061-p11s6	22	content
,	,	ln95047-061-p11s6	23	content
nebo	nebo	ln95047-061-p11s6	24	content
být	nebudeme	ln95047-061-p11s6	25	content
posílat	posílat	ln95047-061-p11s6	26	content
svůj	své	ln95047-061-p11s6	27	content
dítě	děti	ln95047-061-p11s6	28	content
do	do	ln95047-061-p11s6	29	content
škola	školy	ln95047-061-p11s6	30	content
.	.	ln95047-061-p11s6	31	content
""""	""""	ln95047-061-p11s6	32	content
""""	""""	ln95047-061-p14s7	1	content
protože	Protože	ln95047-061-p14s7	2	content
být	jsme	ln95047-061-p14s7	3	content
Němec	Němci	ln95047-061-p14s7	4	content
,	,	ln95047-061-p14s7	5	content
""""	""""	ln95047-061-p14s7	6	content
říci	řekl	ln95047-061-p14s7	7	cue
Theobald	Theobald	ln95047-061-p14s7	8	source
Fuchs	Fuchs	ln95047-061-p14s7	9	source
.	.	ln95047-061-p14s7	10	None
protivník	Protivníci	ln95047-067-p2s3	1	None
nový	nového	ln95047-067-p2s3	2	None
hnutí	hnutí	ln95047-067-p2s3	3	None
""""	""""	ln95047-067-p2s3	4	content
využívat	využívají	ln95047-067-p2s3	5	content
přítomnost	přítomnosti	ln95047-067-p2s3	6	content
Taliban	Talibanu	ln95047-067-p2s3	7	content
k	k	ln95047-067-p2s3	8	content
odmítnutí	odmítnutí	ln95047-067-p2s3	9	content
mírový	mírového	ln95047-067-p2s3	10	content
proces	procesu	ln95047-067-p2s3	11	content
,	,	ln95047-067-p2s3	12	content
""""	""""	ln95047-067-p2s3	13	content
říci	řekl	ln95047-067-p2s3	14	cue
tento	tento	ln95047-067-p2s3	15	None
týden	týden	ln95047-067-p2s3	16	None
při	při	ln95047-067-p2s3	17	None
odlet	odletu	ln95047-067-p2s3	18	None
z	z	ln95047-067-p2s3	19	None
Kábul	Kábulu	ln95047-067-p2s3	20	None
zklamaný	zklamaný	ln95047-067-p2s3	21	None
zmocněnec	zmocněnec	ln95047-067-p2s3	22	source
OSN	OSN	ln95047-067-p2s3	23	source
pro	pro	ln95047-067-p2s3	24	source
Afghánistán	Afghánistán	ln95047-067-p2s3	25	source
Mahmúd	Mahmúd	ln95047-067-p2s3	26	source
Mastírí	Mastírí	ln95047-067-p2s3	27	source
.	.	ln95047-067-p2s3	28	None
říci	Řekl	ln95047-088-p2s2	1	cue
,	,	ln95047-088-p2s2	2	None
že	že	ln95047-088-p2s2	3	content
obžalovaný	obžalované	ln95047-088-p2s2	4	content
v	v	ln95047-088-p2s2	5	content
rok	roce	ln95047-088-p2s2	6	content
1992	1992	ln95047-088-p2s2	7	content
zapůjčit	zapůjčil	ln95047-088-p2s2	8	content
svůj	svůj	ln95047-088-p2s2	9	content
kufříkový	kufříkový	ln95047-088-p2s2	10	content
psací	psací	ln95047-088-p2s2	11	content
stroj	stroj	ln95047-088-p2s2	12	content
,	,	ln95047-088-p2s2	13	content
který	který	ln95047-088-p2s2	14	content
vloni	loni	ln95047-088-p2s2	15	content
po	po	ln95047-088-p2s2	16	content
dovolená	dovolené	ln95047-088-p2s2	17	content
najít	našel	ln95047-088-p2s2	18	content
doma	doma	ln95047-088-p2s2	19	content
poškozený	poškozený	ln95047-088-p2s2	20	content
tak	tak	ln95047-088-p2s2	21	content
,	,	ln95047-088-p2s2	22	content
že	že	ln95047-088-p2s2	23	content
se	se	ln95047-088-p2s2	24	content
s	s	ln95047-088-p2s2	25	content
on	ním	ln95047-088-p2s2	26	content
dát	nedalo	ln95047-088-p2s2	27	content
psát	psát	ln95047-088-p2s2	28	content
.	.	ln95047-088-p2s2	29	None
předseda	Předseda	ln95047-094-p3s10	1	None
výbor	výboru	ln95047-094-p3s10	2	None
František	František	ln95047-094-p3s10	3	None
Kozel	Kozel	ln95047-094-p3s10	4	None
(	(	ln95047-094-p3s10	5	None
ODS	ODS	ln95047-094-p3s10	6	None
)	)	ln95047-094-p3s10	7	None
označit	označil	ln95047-094-p3s10	8	None
výnos	výnos	ln95047-094-p3s10	9	None
za	za	ln95047-094-p3s10	10	None
legrační	legrační	ln95047-094-p3s10	11	None
částka	částku	ln95047-094-p3s10	12	None
vzhledem	vzhledem	ln95047-094-p3s10	13	None
k	k	ln95047-094-p3s10	14	None
jeho	její	ln95047-094-p3s10	15	None
životní	životní	ln95047-094-p3s10	16	None
důležitost	důležitosti	ln95047-094-p3s10	17	None
pro	pro	ln95047-094-p3s10	18	None
další	další	ln95047-094-p3s10	19	None
osud	osud	ln95047-094-p3s10	20	None
fond	fondu	ln95047-094-p3s10	21	None
.	.	ln95047-094-p3s10	22	None
výbor	Výbor	ln95047-105-p5s6	1	None
se	si	ln95047-105-p5s6	2	None
představovat	představuje	ln95047-105-p5s6	3	None
,	,	ln95047-105-p5s6	4	None
že	že	ln95047-105-p5s6	5	None
být	by	ln95047-105-p5s6	6	None
pojišťovna	pojišťovny	ln95047-105-p5s6	7	None
mít	neměly	ln95047-105-p5s6	8	None
podnikat	podnikat	ln95047-105-p5s6	9	None
ani	ani	ln95047-105-p5s6	10	None
nabízet	nabízet	ln95047-105-p5s6	11	None
nadstandard	nadstandard	ln95047-105-p5s6	12	None
nad	nad	ln95047-105-p5s6	13	None
rámec	rámec	ln95047-105-p5s6	14	None
zdravotní	zdravotní	ln95047-105-p5s6	15	None
péče	péče	ln95047-105-p5s6	16	None
určený	určené	ln95047-105-p5s6	17	None
zdravotní	zdravotním	ln95047-105-p5s6	18	None
řád	řádem	ln95047-105-p5s6	19	None
.	.	ln95047-105-p5s6	20	None
podobně	Podobně	ln95048-052-p8s4	1	None
jako	jako	ln95048-052-p8s4	2	None
v	v	ln95048-052-p8s4	3	None
původní	původním	ln95048-052-p8s4	4	None
jazyk	jazyce	ln95048-052-p8s4	5	None
být	je	ln95048-052-p8s4	6	None
výraz	výraz	ln95048-052-p8s4	7	None
klika	klika	ln95048-052-p8s4	8	None
spojený	spojen	ln95048-052-p8s4	9	None
i	i	ln95048-052-p8s4	10	None
v	v	ln95048-052-p8s4	11	None
čeština	češtině	ln95048-052-p8s4	12	None
s	s	ln95048-052-p8s4	13	None
hanlivý	hanlivým	ln95048-052-p8s4	14	None
přízvuk	přízvukem	ln95048-052-p8s4	15	None
;	;	ln95048-052-p8s4	16	None
při	Při	ln95048-107-p5s2	1	None
příležitost	příležitosti	ln95048-107-p5s2	2	None
den	Dne	ln95048-107-p5s2	3	None
Jeruzalém	Jeruzaléma	ln95048-107-p5s2	4	None
generální	generální	ln95048-107-p5s2	5	source
tajemník	tajemník	ln95048-107-p5s2	6	source
Hizballáh	Hizballáhu	ln95048-107-p5s2	7	source
Hasan	Hasan	ln95048-107-p5s2	8	source
Nasralláh	Nasralláh	ln95048-107-p5s2	9	source
na	na	ln95048-107-p5s2	10	None
shromáždění	shromáždění	ln95048-107-p5s2	11	None
tisíc	tisíců	ln95048-107-p5s2	12	None
stoupenec	stoupenců	ln95048-107-p5s2	13	None
v	v	ln95048-107-p5s2	14	None
Bejrút	Bejrútu	ln95048-107-p5s2	15	None
prohlásit	prohlásil	ln95048-107-p5s2	16	cue
,	,	ln95048-107-p5s2	17	cue
že	že	ln95048-107-p5s2	18	cue
""""	""""	ln95048-107-p5s2	19	content
islámský	islámské	ln95048-107-p5s2	20	content
hnutí	hnutí	ln95048-107-p5s2	21	content
odpor	odporu	ln95048-107-p5s2	22	content
mít	má	ln95048-107-p5s2	23	content
stále	stále	ln95048-107-p5s2	24	content
právo	právo	ln95048-107-p5s2	25	content
útočit	útočit	ln95048-107-p5s2	26	content
na	na	ln95048-107-p5s2	27	content
židovský	židovská	ln95048-107-p5s2	28	content
osídlení	osídlení	ln95048-107-p5s2	29	content
v	v	ln95048-107-p5s2	30	content
severní	severní	ln95048-107-p5s2	31	content
Palestina	Palestině	ln95048-107-p5s2	32	content
,	,	ln95048-107-p5s2	33	content
být	jsou	ln95048-107-p5s2	34	content
-	-	ln95048-107-p5s2	35	content
li	li	ln95048-107-p5s2	36	content
můj	naši	ln95048-107-p5s2	37	content
civilista	civilisté	ln95048-107-p5s2	38	content
bombardovaný	bombardováni	ln95048-107-p5s2	39	content
a	a	ln95048-107-p5s2	40	content
zabíjený	zabíjeni	ln95048-107-p5s2	41	content
a	a	ln95048-107-p5s2	42	content
být	jsou	ln95048-107-p5s2	43	content
-	-	ln95048-107-p5s2	44	content
li	li	ln95048-107-p5s2	45	content
ničený	ničeny	ln95048-107-p5s2	46	content
jeho	jejich	ln95048-107-p5s2	47	content
dům	domy	ln95048-107-p5s2	48	content
""""	""""	ln95048-107-p5s2	49	content
.	.	ln95048-107-p5s2	50	None
prohlásit	Prohlásil	ln95048-115-p6s2	1	cue
,	,	ln95048-115-p6s2	2	cue
že	že	ln95048-115-p6s2	3	cue
""""	""""	ln95048-115-p6s2	4	content
incident	incidenty	ln95048-115-p6s2	5	content
,	,	ln95048-115-p6s2	6	content
jako	jako	ln95048-115-p6s2	7	content
být	je	ln95048-115-p6s2	8	content
ruský	ruský	ln95048-115-p6s2	9	content
útok	útok	ln95048-115-p6s2	10	content
v	v	ln95048-115-p6s2	11	content
Čečensko	Čečensku	ln95048-115-p6s2	12	content
,	,	ln95048-115-p6s2	13	content
být	by	ln95048-115-p6s2	14	content
mít	neměly	ln95048-115-p6s2	15	content
ovlivňovat	ovlivňovat	ln95048-115-p6s2	16	content
'	'	ln95048-115-p6s2	17	content
velký	velký	ln95048-115-p6s2	18	content
obraz	obraz	ln95048-115-p6s2	19	content
'	'	ln95048-115-p6s2	20	content
podpora	podpory	ln95048-115-p6s2	21	content
reforma	reforem	ln95048-115-p6s2	22	content
v	v	ln95048-115-p6s2	23	content
Moskva	Moskvě	ln95048-115-p6s2	24	content
""""	""""	ln95048-115-p6s2	25	content
.	.	ln95048-115-p6s2	26	None
""""	""""	ln95048-122-p2s5	1	content
vláda	Vláda	ln95048-122-p2s5	2	content
zákon	zákon	ln95048-122-p2s5	3	content
